Customer ID,Order ID,SKU ID,Return Date,Return Quantity
CUST0062,001754,P0198,2024-05-17,1
CUST0735,001757,P0261,2024-05-17,1
CUST0145,001765,P0300,2024-05-17,1
CUST0255,001679,P0412,2024-05-18,1
CUST0037,001753,P0065,2024-05-18,1
CUST0011,001780,P0354,2024-05-18,1
CUST0681,001795,P0092,2024-05-18,1
CUST0076,001729,P0149,2024-05-19,1
CUST0220,001735,P0231,2024-05-19,1
CUST0165,001772,P0056,2024-05-19,1
CUST0424,001750,P0029,2024-05-20,1
CUST0053,001771,P0475,2024-05-20,1
CUST0083,001776,P0245,2024-05-21,1
CUST0715,001731,P0272,2024-05-22,1
CUST0768,001738,P0313,2024-05-22,1
CUST0523,001791,P0086,2024-05-22,1
CUST0387,001730,P0067,2024-05-23,1
CUST0053,001771,P0230,2024-05-23,1
CUST0365,001785,P0032,2024-05-23,1
CUST0143,001788,P0178,2024-05-23,1
CUST0596,001809,P0269,2024-05-23,1
CUST0372,001702,P0362,2024-05-24,1
CUST0349,001767,P0160,2024-05-24,1
CUST0679,001786,P0315,2024-05-24,1
CUST0715,001815,P0256,2024-05-24,1
CUST0865,001707,P0149,2024-05-25,1
CUST0053,001771,P0421,2024-05-25,1
CUST0053,001771,P0336,2024-05-25,1
CUST0727,001779,P0340,2024-05-25,1
CUST0011,001780,P0346,2024-05-25,1
CUST0365,001785,P0172,2024-05-25,1
CUST0349,001794,P0268,2024-05-25,1
CUST0902,001811,P0245,2024-05-25,1
CUST0726,001818,P0157,2024-05-25,1
CUST0202,001714,P0035,2024-05-26,1
CUST0486,001715,P0277,2024-05-26,1
CUST0365,001785,P0215,2024-05-26,1
CUST0703,001817,P0241,2024-05-26,1
CUST0884,001824,P0350,2024-05-26,1
CUST0155,001789,P0226,2024-05-27,1
CUST0741,001829,P0267,2024-05-27,1
CUST0152,001806,P0395,2024-05-28,1
CUST0596,001809,P0029,2024-05-28,1
CUST0366,001832,P0193,2024-05-28,1
CUST0053,001771,P0352,2024-05-29,1
CUST0304,001790,P0184,2024-05-29,1
CUST0116,001836,P0255,2024-05-29,1
CUST0155,001789,P0162,2024-05-30,1
CUST0902,001811,P0243,2024-05-30,1
CUST0511,001822,P0154,2024-05-31,1
CUST0059,001826,P0277,2024-05-31,2
CUST0741,001829,P0099,2024-05-31,1
CUST0113,001813,P0306,2024-06-01,1
CUST0703,001817,P0166,2024-06-01,1
CUST0059,001826,P0030,2024-06-01,3
CUST0019,001842,P0242,2024-06-01,1
CUST0727,001844,P0354,2024-06-01,1
CUST0515,001851,P0277,2024-06-01,1
CUST0889,001796,P0451,2024-06-02,1
CUST0366,001832,P0230,2024-06-02,1
CUST0305,001846,P0191,2024-06-02,1
CUST0246,001739,P0160,2024-06-03,1
CUST0715,001740,P0223,2024-06-03,1
CUST0596,001809,P0266,2024-06-03,1
CUST0952,001835,P0158,2024-06-03,1
CUST0349,001767,P0083,2024-06-04,1
CUST0349,001794,P0132,2024-06-04,1
CUST0952,001801,P0197,2024-06-04,1
CUST0982,001812,P0053,2024-06-04,1
CUST0059,001826,P0098,2024-06-04,1
CUST0220,001781,P0357,2024-06-06,1
CUST0511,001822,P0005,2024-06-06,1
CUST0763,001823,P0103,2024-06-06,3
CUST0200,001857,P0094,2024-06-06,1
CUST0568,001774,P0270,2024-06-07,1
CUST0523,001791,P0280,2024-06-07,1
CUST0200,001837,P0070,2024-06-07,1
CUST0523,001877,P0071,2024-06-07,1
CUST0677,001878,P0056,2024-06-07,1
CUST0193,001881,P0266,2024-06-08,1
CUST0063,001887,P0170,2024-06-08,1
CUST0703,001897,P0110,2024-06-09,1
CUST0763,001823,P0035,2024-06-10,1
CUST0952,001835,P0005,2024-06-10,1
CUST0695,001864,P0371,2024-06-10,1
CUST0063,001887,P0388,2024-06-10,1
CUST0284,001797,P0112,2024-06-11,1
CUST0735,001841,P0201,2024-06-11,1
CUST0979,001872,P0287,2024-06-11,1
CUST0703,001897,P0166,2024-06-11,1
CUST0703,001897,P0355,2024-06-11,1
CUST0640,001907,P0220,2024-06-11,1
CUST0596,001809,P0333,2024-06-12,1
CUST0116,001836,P0011,2024-06-12,1
CUST0200,001837,P0041,2024-06-12,1
CUST0171,001892,P0416,2024-06-12,1
CUST0703,001897,P0250,2024-06-12,1
CUST0309,001827,P0280,2024-06-13,1
CUST0200,001837,P0042,2024-06-13,1
CUST0703,001840,P0061,2024-06-13,1
CUST0305,001846,P0085,2024-06-13,1
CUST0897,001899,P0486,2024-06-13,1
CUST0681,001863,P0055,2024-06-14,1
CUST0193,001881,P0457,2024-06-14,1
CUST0674,001908,P0029,2024-06-14,1
CUST0288,001858,P0113,2024-06-15,1
CUST0379,001913,P0202,2024-06-15,1
CUST0965,001915,P0007,2024-06-15,1
CUST0965,001915,P0268,2024-06-15,1
CUST0955,001871,P0325,2024-06-16,3
CUST0349,001876,P0031,2024-06-16,1
CUST0171,001892,P0139,2024-06-16,2
CUST0073,001910,P0404,2024-06-17,1
CUST0400,001927,P0260,2024-06-17,1
CUST0484,001929,P0260,2024-06-17,1
CUST0425,001941,P0072,2024-06-17,1
CUST0193,001881,P0030,2024-06-18,2
CUST0045,001933,P0047,2024-06-18,1
CUST0425,001941,P0191,2024-06-18,1
CUST0894,001945,P0024,2024-06-18,1
CUST0982,001812,P0315,2024-06-19,1
CUST0640,001907,P0197,2024-06-19,1
CUST0862,001909,P0443,2024-06-19,1
CUST0073,001910,P0488,2024-06-19,1
CUST0073,001910,P0262,2024-06-19,1
CUST0745,001903,P0337,2024-06-20,1
CUST0400,001927,P0289,2024-06-20,1
CUST0613,001954,P0313,2024-06-20,1
CUST0672,001862,P0198,2024-06-21,3
CUST0955,001871,P0369,2024-06-21,1
CUST0063,001887,P0035,2024-06-21,1
CUST0500,001901,P0236,2024-06-21,1
CUST0260,001926,P0032,2024-06-21,1
CUST0484,001929,P0259,2024-06-21,1
CUST0045,001933,P0005,2024-06-21,1
CUST0468,001946,P0236,2024-06-21,1
CUST0703,001840,P0483,2024-06-22,1
CUST0982,001949,P0222,2024-06-22,1
CUST0897,001899,P0236,2024-06-23,1
CUST0116,001911,P0186,2024-06-23,1
CUST0063,001938,P0028,2024-06-23,1
CUST0613,001943,P0072,2024-06-23,1
CUST0315,001964,P0285,2024-06-23,1
CUST0372,001970,P0250,2024-06-23,1
CUST0160,001874,P0326,2024-06-24,1
CUST0372,001970,P0287,2024-06-24,1
CUST0940,001936,P0198,2024-06-25,2
CUST0980,001937,P0028,2024-06-25,1
CUST0261,001963,P0475,2024-06-25,1
CUST0315,001964,P0290,2024-06-25,1
CUST0345,001965,P0038,2024-06-25,1
CUST0006,001967,P0346,2024-06-25,1
CUST0255,001969,P0153,2024-06-25,1
CUST0387,001978,P0353,2024-06-25,1
CUST0387,001978,P0076,2024-06-25,1
CUST0894,001945,P0313,2024-06-26,1
CUST0327,001996,P0255,2024-06-26,1
CUST0193,001881,P0377,2024-06-27,1
CUST0995,001904,P0475,2024-06-27,1
CUST0741,001919,P0203,2024-06-27,1
CUST0372,001970,P0072,2024-06-27,1
CUST0631,001973,P0074,2024-06-27,1
CUST0517,001988,P0255,2024-06-27,2
CUST0367,002008,P0490,2024-06-27,1
CUST0681,002010,P0022,2024-06-27,1
CUST0886,002012,P0124,2024-06-27,1
CUST0970,001853,P0120,2024-06-28,1
CUST0613,001902,P0065,2024-06-28,2
CUST0541,001942,P0132,2024-06-28,1
CUST0345,001965,P0011,2024-06-28,1
CUST0982,001976,P0116,2024-06-28,1
CUST0837,002001,P0268,2024-06-28,3
CUST0116,001911,P0426,2024-06-29,1
CUST0004,001916,P0254,2024-06-29,1
CUST0533,001930,P0364,2024-06-29,1
CUST0982,001949,P0277,2024-06-29,1
CUST0672,001957,P0268,2024-06-29,1
CUST0448,002018,P0132,2024-06-29,1
CUST0349,001876,P0040,2024-06-30,1
CUST0063,001938,P0186,2024-06-30,1
CUST0345,001965,P0129,2024-06-30,1
CUST0372,002009,P0343,2024-06-30,1
CUST0061,002014,P0139,2024-06-30,3
CUST0425,002027,P0198,2024-06-30,1
CUST0547,002044,P0048,2024-06-30,1
CUST0049,001886,P0347,2024-07-01,1
CUST0631,001961,P0032,2024-07-01,1
CUST0367,002008,P0290,2024-07-01,1
CUST0372,002009,P0255,2024-07-01,1
CUST0468,002028,P0260,2024-07-01,1
CUST0167,002038,P0068,2024-07-01,1
CUST0263,002041,P0112,2024-07-01,1
CUST0495,002043,P0235,2024-07-01,1
CUST0980,001880,P0098,2024-07-02,1
CUST0631,001961,P0346,2024-07-02,1
CUST0372,002009,P0310,2024-07-02,1
CUST0061,002014,P0095,2024-07-02,1
CUST0412,001979,P0001,2024-07-03,1
CUST0515,002030,P0251,2024-07-03,1
CUST0547,002044,P0397,2024-07-03,1
CUST0061,002014,P0033,2024-07-04,1
CUST0515,002030,P0266,2024-07-04,2
CUST0171,002055,P0159,2024-07-04,1
CUST0926,002070,P0354,2024-07-04,1
CUST0345,002076,P0200,2024-07-04,1
CUST0345,002076,P0050,2024-07-04,1
CUST0696,001934,P0355,2024-07-05,1
CUST0672,001957,P0184,2024-07-05,1
CUST0047,002048,P0421,2024-07-05,1
CUST0980,002054,P0198,2024-07-05,1
CUST0414,002066,P0280,2024-07-05,2
CUST0523,002067,P0153,2024-07-05,1
CUST0695,002082,P0271,2024-07-05,1
CUST0695,002082,P0070,2024-07-05,1
CUST0333,002090,P0156,2024-07-05,1
CUST0073,001910,P0255,2024-07-06,1
CUST0038,002005,P0085,2024-07-06,4
CUST0425,002027,P0112,2024-07-06,1
CUST0480,002029,P0349,2024-07-06,1
CUST0255,002088,P0197,2024-07-06,1
CUST0533,001930,P0402,2024-07-07,1
CUST0263,002041,P0340,2024-07-07,2
CUST0879,002051,P0088,2024-07-07,1
CUST0980,002054,P0194,2024-07-07,1
CUST0061,002071,P0031,2024-07-07,5
CUST0345,002076,P0356,2024-07-07,4
CUST0167,002106,P0490,2024-07-07,1
CUST0640,002109,P0203,2024-07-07,2
CUST0402,002119,P0076,2024-07-07,1
CUST0402,002119,P0096,2024-07-07,3
CUST0083,001939,P0265,2024-07-08,2
CUST0837,002001,P0277,2024-07-08,1
CUST0426,002059,P0273,2024-07-08,1
CUST0247,002087,P0191,2024-07-08,1
CUST0850,002097,P0193,2024-07-08,1
CUST0926,002125,P0346,2024-07-08,1
CUST0703,002128,P0420,2024-07-08,1
CUST0591,002019,P0470,2024-07-09,1
CUST0912,002052,P0160,2024-07-09,1
CUST0171,002055,P0147,2024-07-09,1
CUST0414,002066,P0245,2024-07-09,1
CUST0703,002111,P0298,2024-07-09,1
CUST0426,001971,P0251,2024-07-10,1
CUST0263,002041,P0350,2024-07-10,1
CUST0516,002060,P0153,2024-07-10,1
CUST0399,002065,P0346,2024-07-10,1
CUST0414,002066,P0060,2024-07-10,1
CUST0523,002067,P0435,2024-07-10,1
CUST0468,002093,P0250,2024-07-10,1
CUST0850,002097,P0340,2024-07-10,2
CUST0850,002097,P0354,2024-07-10,1
CUST0672,002110,P0098,2024-07-10,1
CUST0556,002133,P0260,2024-07-10,1
CUST0837,002001,P0247,2024-07-11,1
CUST0832,002047,P0197,2024-07-11,2
CUST0035,002103,P0180,2024-07-11,1
CUST0045,001933,P0103,2024-07-12,1
CUST0870,001995,P0450,2024-07-12,1
CUST0301,002089,P0249,2024-07-12,1
CUST0468,002028,P0255,2024-07-13,1
CUST0349,002077,P0273,2024-07-13,1
CUST0349,002077,P0198,2024-07-13,1
CUST0549,002078,P0083,2024-07-13,2
CUST0220,002138,P0347,2024-07-13,1
CUST0365,002166,P0028,2024-07-13,1
CUST0583,001966,P0318,2024-07-14,1
CUST0136,002016,P0280,2024-07-14,1
CUST0448,002018,P0007,2024-07-14,1
CUST0167,002038,P0347,2024-07-14,3
CUST0296,002042,P0280,2024-07-14,1
CUST0640,002068,P0003,2024-07-14,1
CUST0402,002119,P0200,2024-07-14,1
CUST0879,002124,P0287,2024-07-14,1
CUST0558,002146,P0024,2024-07-14,1
CUST0695,002148,P0059,2024-07-14,1
CUST0456,002157,P0230,2024-07-14,1
CUST0083,001950,P0154,2024-07-15,1
CUST0107,001951,P0232,2024-07-15,1
CUST0613,001954,P0333,2024-07-15,1
CUST0966,002034,P0336,2024-07-15,1
CUST0247,002087,P0398,2024-07-15,1
CUST0402,002119,P0063,2024-07-15,1
CUST0217,002137,P0436,2024-07-15,1
CUST0060,002152,P0132,2024-07-15,1
CUST0195,002154,P0146,2024-07-15,1
CUST0263,002187,P0024,2024-07-15,1
CUST0992,002013,P0320,2024-07-16,1
CUST0349,002077,P0236,2024-07-16,1
CUST0053,002084,P0315,2024-07-16,1
CUST0130,002085,P0212,2024-07-16,1
CUST0167,002106,P0032,2024-07-16,1
CUST0061,002130,P0005,2024-07-16,1
CUST0214,002056,P0347,2024-07-17,1
CUST0850,002097,P0494,2024-07-17,1
CUST0652,002147,P0347,2024-07-17,1
CUST0235,002156,P0139,2024-07-17,1
CUST0954,002175,P0236,2024-07-17,1
CUST0862,002183,P0261,2024-07-17,1
CUST0596,002206,P0095,2024-07-17,1
CUST0327,001996,P0176,2024-07-18,1
CUST0912,002052,P0077,2024-07-18,1
CUST0695,002082,P0280,2024-07-18,1
CUST0061,002130,P0065,2024-07-18,1
CUST0860,002199,P0222,2024-07-18,2
CUST0703,002217,P0011,2024-07-18,1
CUST0672,002110,P0156,2024-07-19,1
CUST0413,002120,P0339,2024-07-19,1
CUST0605,002122,P0285,2024-07-19,1
CUST0879,002124,P0178,2024-07-19,1
CUST0081,002153,P0306,2024-07-19,1
CUST0255,002177,P0162,2024-07-19,1
CUST0220,002194,P0320,2024-07-19,1
CUST0870,002207,P0272,2024-07-19,3
CUST0595,002215,P0333,2024-07-19,1
CUST0202,001991,P0118,2024-07-20,1
CUST0515,002030,P0278,2024-07-20,1
CUST0640,002081,P0154,2024-07-20,1
CUST0136,002114,P0299,2024-07-20,1
CUST0402,002167,P0158,2024-07-20,1
CUST0954,002175,P0251,2024-07-20,1
CUST0799,002182,P0024,2024-07-20,1
CUST0263,002187,P0100,2024-07-20,4
CUST0741,002191,P0251,2024-07-20,1
CUST0248,002195,P0071,2024-07-20,1
CUST0332,002204,P0133,2024-07-20,1
CUST0870,002207,P0273,2024-07-20,1
CUST0715,002218,P0083,2024-07-20,1
CUST0840,002236,P0095,2024-07-20,1
CUST0199,002022,P0236,2024-07-21,1
CUST0703,002111,P0246,2024-07-21,1
CUST0703,002111,P0287,2024-07-21,1
CUST0195,002154,P0250,2024-07-21,1
CUST0540,002169,P0041,2024-07-21,1
CUST0727,002180,P0331,2024-07-21,1
CUST0901,002237,P0221,2024-07-21,1
CUST0032,002004,P0160,2024-07-22,1
CUST0372,002009,P0287,2024-07-22,1
CUST0481,002197,P0442,2024-07-22,1
CUST0815,002198,P0308,2024-07-22,3
CUST0345,002224,P0054,2024-07-22,1
CUST0328,002251,P0345,2024-07-22,1
CUST0402,002119,P0036,2024-07-23,1
CUST0959,002139,P0062,2024-07-23,1
CUST0879,002184,P0310,2024-07-23,1
CUST0220,002194,P0353,2024-07-23,1
CUST0715,002225,P0242,2024-07-23,1
CUST0749,002227,P0269,2024-07-23,1
CUST0522,002233,P0065,2024-07-23,1
CUST0695,002082,P0217,2024-07-24,1
CUST0640,002109,P0162,2024-07-24,1
CUST0387,002205,P0313,2024-07-24,1
CUST0715,002218,P0476,2024-07-24,1
CUST0715,002225,P0053,2024-07-24,2
CUST0774,002255,P0483,2024-07-24,1
CUST0695,002148,P0208,2024-07-25,1
CUST0879,002173,P0048,2024-07-25,1
CUST0862,002183,P0242,2024-07-25,1
CUST0357,002212,P0129,2024-07-25,1
CUST0386,002213,P0268,2024-07-25,1
CUST0679,002216,P0259,2024-07-25,1
CUST0220,002222,P0300,2024-07-25,2
CUST0508,002243,P0251,2024-07-25,1
CUST0184,002253,P0063,2024-07-25,2
CUST0377,002257,P0260,2024-07-25,1
CUST0205,002221,P0313,2024-07-26,1
CUST0774,002228,P0131,2024-07-26,1
CUST0901,002237,P0332,2024-07-26,4
CUST0167,002256,P0071,2024-07-26,1
CUST0980,002140,P0047,2024-07-28,1
CUST0540,002169,P0451,2024-07-28,1
CUST0954,002175,P0273,2024-07-28,1
CUST0595,002215,P0047,2024-07-28,3
CUST0096,002230,P0094,2024-07-28,2
CUST0187,002250,P0377,2024-07-28,1
CUST0774,002255,P0164,2024-07-28,1
CUST0703,002128,P0221,2024-07-29,2
CUST0918,002174,P0273,2024-07-29,1
CUST0309,002203,P0352,2024-07-29,1
CUST0595,002215,P0056,2024-07-29,1
CUST0727,002287,P0354,2024-07-29,1
CUST0333,002090,P0135,2024-07-30,1
CUST0456,002157,P0225,2024-07-30,1
CUST0263,002187,P0149,2024-07-30,1
CUST0510,002189,P0004,2024-07-30,1
CUST0595,002215,P0266,2024-07-30,1
CUST0116,002220,P0005,2024-07-30,1
CUST0220,002222,P0298,2024-07-30,1
CUST0096,002230,P0185,2024-07-30,1
CUST0715,002286,P0153,2024-07-30,1
CUST0362,002296,P0227,2024-07-30,1
CUST0235,002156,P0007,2024-07-31,1
CUST0596,002206,P0209,2024-07-31,1
CUST0019,002238,P0092,2024-07-31,1
CUST0187,002250,P0229,2024-07-31,1
CUST0640,002254,P0136,2024-07-31,1
CUST0053,002084,P0226,2024-08-01,1
CUST0870,002207,P0094,2024-08-01,1
CUST0081,002264,P0382,2024-08-01,1
CUST0193,002280,P0369,2024-08-01,1
CUST0495,002308,P0301,2024-08-01,1
CUST0954,002175,P0259,2024-08-02,1
CUST0840,002236,P0047,2024-08-02,1
CUST0236,002265,P0112,2024-08-02,1
CUST0955,002278,P0326,2024-08-02,1
CUST0160,002305,P0070,2024-08-02,1
CUST0132,002313,P0198,2024-08-02,1
CUST0104,002289,P0065,2024-08-03,1
CUST0160,002305,P0092,2024-08-03,1
CUST0345,002320,P0318,2024-08-03,2
CUST0596,002206,P0029,2024-08-04,1
CUST0558,002327,P0154,2024-08-04,1
CUST0345,002224,P0050,2024-08-05,1
CUST0807,002269,P0242,2024-08-05,1
CUST0136,002318,P0475,2024-08-05,1
CUST0879,002324,P0258,2024-08-06,1
CUST0168,002211,P0213,2024-08-07,1
CUST0167,002271,P0124,2024-08-07,1
CUST0355,002274,P0346,2024-08-07,1
CUST0160,002305,P0346,2024-08-07,1
CUST0480,002322,P0325,2024-08-07,2
CUST0563,002263,P0159,2024-08-08,2
CUST0167,002271,P0082,2024-08-08,1
CUST0901,002260,P0265,2024-08-09,1
CUST0982,002288,P0280,2024-08-09,1
CUST0081,002311,P0152,2024-08-09,1
CUST0324,002334,P0331,2024-08-09,1
CUST0563,002351,P0266,2024-08-09,1
CUST0377,002257,P0251,2024-08-10,1
CUST0901,002260,P0085,2024-08-10,1
CUST0751,002328,P0034,2024-08-10,1
CUST0906,002329,P0491,2024-08-10,1
CUST0558,002336,P0158,2024-08-10,1
CUST0860,002354,P0208,2024-08-10,1
CUST0193,002356,P0259,2024-08-10,1
CUST0596,002206,P0408,2024-08-11,1
CUST0982,002288,P0063,2024-08-11,1
CUST0686,002332,P0268,2024-08-11,1
CUST0686,002332,P0210,2024-08-11,1
CUST0113,002346,P0204,2024-08-11,1
CUST0193,002356,P0262,2024-08-11,1
CUST0799,002365,P0280,2024-08-11,1
CUST0982,002288,P0230,2024-08-12,1
CUST0160,002305,P0232,2024-08-12,1
CUST0799,002352,P0217,2024-08-13,1
CUST0532,002369,P0451,2024-08-13,1
CUST0098,002374,P0008,2024-08-13,1
CUST0098,002374,P0052,2024-08-13,1
CUST0081,002264,P0159,2024-08-14,1
CUST0547,002291,P0118,2024-08-14,2
CUST0761,002309,P0348,2024-08-14,1
CUST0879,002324,P0236,2024-08-14,1
CUST0558,002336,P0121,2024-08-14,3
CUST0038,002338,P0230,2024-08-14,1
CUST0113,002346,P0350,2024-08-14,1
CUST0799,002352,P0020,2024-08-14,1
CUST0532,002369,P0099,2024-08-14,1
CUST0098,002374,P0038,2024-08-14,1
CUST0523,002387,P0212,2024-08-14,1
CUST0712,002389,P0357,2024-08-14,1
CUST0167,002271,P0488,2024-08-15,4
CUST0246,002295,P0174,2024-08-15,1
CUST0906,002329,P0222,2024-08-15,1
CUST0455,002343,P0491,2024-08-15,1
CUST0421,002378,P0347,2024-08-15,1
CUST0103,002239,P0311,2024-08-16,1
CUST0362,002296,P0288,2024-08-16,1
CUST0558,002327,P0112,2024-08-16,1
CUST0664,002337,P0152,2024-08-16,1
CUST0114,002339,P0134,2024-08-16,1
CUST0113,002346,P0116,2024-08-16,1
CUST0345,002320,P0129,2024-08-17,1
CUST0387,002361,P0262,2024-08-17,1
CUST0148,002325,P0287,2024-08-18,1
CUST0686,002332,P0255,2024-08-18,1
CUST0703,002379,P0326,2024-08-19,1
CUST0387,002275,P0353,2024-08-20,1
CUST0255,002281,P0130,2024-08-20,1
CUST0661,002285,P0268,2024-08-20,1
CUST0292,002290,P0082,2024-08-20,1
CUST0906,002329,P0124,2024-08-20,1
CUST0149,002375,P0295,2024-08-20,1
CUST0060,002402,P0079,2024-08-20,1
CUST0954,002293,P0287,2024-08-21,1
CUST0034,002330,P0085,2024-08-21,1
CUST0558,002336,P0217,2024-08-21,1
CUST0809,002276,P0044,2024-08-22,1
CUST0795,002380,P0398,2024-08-22,1
CUST0327,002408,P0324,2024-08-22,1
CUST0912,002355,P0065,2024-08-23,1
CUST0556,002358,P0431,2024-08-23,1
CUST0556,002358,P0029,2024-08-23,1
CUST0145,002407,P0358,2024-08-24,1
CUST0160,002305,P0354,2024-08-25,1
CUST0113,002346,P0315,2024-08-25,1
CUST0703,002379,P0198,2024-08-25,1
CUST0725,002390,P0011,2024-08-25,2
CUST0757,002405,P0218,2024-08-25,1
CUST0425,002362,P0141,2024-08-26,1
CUST0795,002380,P0393,2024-08-26,1
CUST0128,002382,P0082,2024-08-26,1
CUST0640,002415,P0017,2024-08-26,1
CUST0324,002418,P0166,2024-08-26,1
CUST0073,002427,P0256,2024-08-26,1
CUST0674,002363,P0047,2024-08-27,1
CUST0046,002406,P0339,2024-08-27,1
CUST0004,002416,P0217,2024-08-27,1
CUST0468,002441,P0246,2024-08-27,1
CUST0514,002442,P0040,2024-08-27,1
CUST0107,002454,P0041,2024-08-27,2
CUST0938,002333,P0212,2024-08-28,1
CUST0324,002418,P0018,2024-08-28,1
CUST0073,002427,P0031,2024-08-28,1
CUST0060,002402,P0414,2024-08-29,1
CUST0145,002407,P0344,2024-08-29,1
CUST0894,002425,P0103,2024-08-29,1
CUST0163,002465,P0235,2024-08-29,1
CUST0483,002368,P0014,2024-08-30,1
CUST0440,002412,P0355,2024-08-30,1
CUST0060,002402,P0041,2024-08-31,1
CUST0515,002421,P0362,2024-08-31,1
CUST0107,002428,P0094,2024-08-31,1
CUST0514,002442,P0288,2024-08-31,1
CUST0558,002336,P0066,2024-09-01,1
CUST0013,002464,P0060,2024-09-01,1
CUST0324,002334,P0047,2024-09-02,1
CUST0421,002378,P0129,2024-09-02,1
CUST0324,002418,P0198,2024-09-02,1
CUST0073,002427,P0011,2024-09-02,1
CUST0220,002438,P0347,2024-09-02,1
CUST0902,002452,P0279,2024-09-02,1
CUST0163,002465,P0031,2024-09-02,1
CUST0609,002484,P0354,2024-09-02,1
CUST0348,002492,P0352,2024-09-02,1
CUST0348,002492,P0330,2024-09-02,1
CUST0060,002402,P0139,2024-09-03,1
CUST0327,002473,P0255,2024-09-03,1
CUST0902,002452,P0280,2024-09-04,1
CUST0962,002463,P0142,2024-09-04,1
CUST0163,002465,P0210,2024-09-04,1
CUST0046,002406,P0488,2024-09-05,1
CUST0980,002499,P0047,2024-09-05,1
CUST0674,002363,P0030,2024-09-06,1
CUST0556,002434,P0139,2024-09-06,1
CUST0670,002476,P0384,2024-09-06,1
CUST0980,002499,P0193,2024-09-06,2
CUST0263,002509,P0072,2024-09-06,1
CUST0515,002386,P0475,2024-09-07,1
CUST0009,002398,P0082,2024-09-07,1
CUST0632,002497,P0423,2024-09-07,1
CUST0041,002507,P0230,2024-09-07,1
CUST0468,002441,P0233,2024-09-08,1
CUST0107,002454,P0022,2024-09-08,1
CUST0348,002492,P0312,2024-09-08,1
CUST0655,002514,P0271,2024-09-08,1
CUST0009,002398,P0013,2024-09-09,1
CUST0793,002458,P0246,2024-09-09,1
CUST0727,002519,P0411,2024-09-09,1
CUST0556,002434,P0249,2024-09-10,1
CUST0811,002478,P0069,2024-09-10,1
CUST0937,002480,P0295,2024-09-10,1
CUST0163,002465,P0236,2024-09-11,1
CUST0774,002477,P0072,2024-09-11,1
CUST0246,002508,P0186,2024-09-11,1
CUST0585,002525,P0094,2024-09-11,2
CUST0902,002452,P0251,2024-09-12,2
CUST0163,002465,P0209,2024-09-12,1
CUST0681,002503,P0078,2024-09-12,1
CUST0083,002517,P0211,2024-09-12,1
CUST0357,002530,P0247,2024-09-12,1
CUST0107,002454,P0153,2024-09-13,1
CUST0922,002493,P0441,2024-09-13,1
CUST0541,002502,P0265,2024-09-13,1
CUST0604,002526,P0347,2024-09-13,1
CUST0514,002531,P0398,2024-09-13,1
CUST0514,002531,P0381,2024-09-13,1
CUST0846,002547,P0380,2024-09-13,1
CUST0004,002416,P0228,2024-09-14,1
CUST0073,002427,P0259,2024-09-14,1
CUST0922,002493,P0236,2024-09-14,1
CUST0681,002503,P0207,2024-09-14,1
CUST0193,002545,P0454,2024-09-14,1
CUST0357,002439,P0065,2024-09-15,1
CUST0793,002458,P0351,2024-09-15,2
CUST0937,002480,P0346,2024-09-15,1
CUST0655,002514,P0134,2024-09-15,1
CUST0715,002518,P0352,2024-09-15,1
CUST0695,002535,P0212,2024-09-15,1
CUST0846,002547,P0364,2024-09-15,1
CUST0834,002553,P0255,2024-09-15,1
CUST0793,002458,P0273,2024-09-16,1
CUST0763,002561,P0380,2024-09-16,1
CUST0149,002482,P0355,2024-09-17,3
CUST0253,002529,P0497,2024-09-17,1
CUST0769,002536,P0362,2024-09-17,1
CUST0834,002553,P0405,2024-09-17,1
CUST0220,002438,P0329,2024-09-18,1
CUST0715,002456,P0154,2024-09-18,1
CUST0846,002547,P0277,2024-09-18,1
CUST0136,002562,P0409,2024-09-18,1
CUST0173,002563,P0474,2024-09-18,1
CUST0902,002452,P0198,2024-09-19,1
CUST0948,002505,P0201,2024-09-19,1
CUST0083,002517,P0346,2024-09-19,1
CUST0532,002546,P0198,2024-09-19,1
CUST0834,002553,P0259,2024-09-19,3
CUST0215,002522,P0322,2024-09-20,1
CUST0850,002574,P0116,2024-09-20,1
CUST0145,002581,P0246,2024-09-20,2
CUST0759,002583,P0273,2024-09-20,1
CUST0263,002509,P0083,2024-09-21,1
CUST0902,002548,P0220,2024-09-21,1
CUST0763,002566,P0440,2024-09-21,1
CUST0902,002548,P0403,2024-09-22,1
CUST0763,002566,P0380,2024-09-22,1
CUST0488,002571,P0011,2024-09-22,1
CUST0640,002573,P0055,2024-09-22,1
CUST0045,002580,P0081,2024-09-22,1
CUST0145,002581,P0370,2024-09-22,1
CUST0715,002518,P0094,2024-09-23,1
CUST0033,002541,P0295,2024-09-23,1
CUST0541,002577,P0277,2024-09-23,1
CUST0759,002583,P0405,2024-09-23,1
CUST0045,002585,P0056,2024-09-23,1
CUST0613,002592,P0040,2024-09-23,1
CUST0366,002596,P0058,2024-09-23,1
CUST0034,002513,P0041,2024-09-24,1
CUST0045,002585,P0148,2024-09-24,1
CUST0920,002486,P0335,2024-09-25,1
CUST0045,002580,P0083,2024-09-25,2
CUST0741,002602,P0218,2024-09-25,1
CUST0922,002493,P0209,2024-09-26,1
CUST0574,002572,P0349,2024-09-26,1
CUST0538,002576,P0416,2024-09-26,2
CUST0045,002585,P0082,2024-09-26,1
CUST0128,002586,P0069,2024-09-26,1
