Customer ID,Age,Gender,City,Country,Customer Acquisition Channel,Registration Date
CUST0413,29,Female,Hamburg,Germany,Instagram,2024-01-12
CUST0414,40,Male,Haarlem,Netherlands,Organic Search,2024-06-30
CUST0415,50,Female,Hamburg,Germany,Direct,2024-01-04
CUST0416,29,Male,Tilburg,Netherlands,Facebook,2024-04-23
CUST0417,31,Male,Cologne,Germany,Facebook,2025-12-19
CUST0418,41,Male,Bruges,Belgium,Google Ads,2025-04-02
CUST0419,46,Female,Leipzig,Germany,Instagram,2025-05-20
CUST0420,25,Male,Brussels,Belgium,Instagram,2023-07-21
CUST0421,34,Female,Hannover,Germany,Instagram,2024-02-17
CUST0422,54,Male,Bremen,Germany,Google Ads,2023-07-05
CUST0423,39,Male,The Hague,Netherlands,Referral,2024-12-20
CUST0424,19,Female,Linz,Austria,Influencer,2023-12-09
CUST0425,22,Female,Innsbruck,Austria,Direct,2023-08-06
CUST0426,23,Other / Prefer not to say,Düsseldorf,Germany,Instagram,2024-06-19
CUST0427,31,Female,Hannover,Germany,Paid Search,2023-03-20
CUST0428,42,Female,Ghent,Belgium,Referral,2024-01-23
CUST0429,33,Male,Leipzig,Germany,Google Ads,2024-04-05
CUST0430,31,Female,Ghent,Belgium,Referral,2024-09-27
CUST0431,30,Female,Stuttgart,Germany,Paid Search,2024-10-23
CUST0432,43,Male,Leipzig,Germany,Organic Search,2024-07-10
CUST0433,34,Male,Hamburg,Germany,Direct,2024-06-25
CUST0434,45,Male,Amsterdam,Netherlands,Direct,2025-05-06
CUST0435,34,Female,Bruges,Belgium,Instagram,2024-04-07
CUST0436,25,Female,Leipzig,Germany,Instagram,2025-04-06
CUST0437,51,Male,Dortmund,Germany,Referral,2024-04-20
CUST0438,29,Male,Munich,Germany,Direct,2024-11-21
CUST0439,35,Female,Utrecht,Netherlands,Paid Search,2025-01-07
CUST0440,50,Male,Nuremberg,Germany,Google Ads,2023-12-09
CUST0441,38,Male,Dortmund,Germany,Paid Search,2025-12-08
CUST0442,51,Female,Hamburg,Germany,Organic Search,2023-01-17
CUST0443,28,Female,Bremen,Germany,Organic Search,2025-08-25
CUST0444,23,Male,Groningen,Netherlands,Organic Search,2025-07-16
CUST0445,29,Female,Eindhoven,Netherlands,Google Ads,2023-04-28
CUST0446,52,Male,Utrecht,Netherlands,Influencer,2025-01-03
CUST0447,35,Female,Salzburg,Austria,Referral,2025-07-16
CUST0448,22,Female,Tilburg,Netherlands,Referral,2023-01-13
CUST0449,40,Female,Leipzig,Germany,Referral,2025-12-07
CUST0450,47,Female,Leuven,Belgium,Email,2024-01-16
CUST0451,34,Female,Cologne,Germany,Email,2024-10-18
CUST0452,50,Female,Rotterdam,Netherlands,Google Ads,2025-05-04
CUST0453,26,Male,Tilburg,Netherlands,Organic Search,2024-12-27
CUST0454,26,Female,Antwerp,Belgium,Direct,2024-09-30
CUST0455,27,Male,Amsterdam,Netherlands,Influencer,2023-06-15
CUST0456,45,Male,Cologne,Germany,Influencer,2024-07-09
CUST0457,32,Male,Nuremberg,Germany,Paid Search,2023-04-30
CUST0458,37,Female,Hannover,Germany,Email,2024-09-30
CUST0459,30,Female,Eindhoven,Netherlands,Instagram,2023-12-02
CUST0460,20,Male,Haarlem,Netherlands,Organic Search,2025-08-04
CUST0461,34,Female,Munich,Germany,Influencer,2023-05-23
CUST0462,49,Female,Bremen,Germany,Referral,2023-09-20
CUST0463,18,Male,Frankfurt,Germany,Facebook,2024-07-02
CUST0464,21,Female,Hannover,Germany,Paid Search,2023-01-06
CUST0465,45,Female,Bruges,Belgium,Google Ads,2023-12-12
CUST0466,52,Female,Klagenfurt,Austria,Influencer,2024-03-31
CUST0467,25,Male,Innsbruck,Austria,Organic Search,2024-12-02
CUST0468,39,Female,Dortmund,Germany,Organic Search,2024-06-15
CUST0469,31,Male,Frankfurt,Germany,Referral,2025-10-15
CUST0470,28,Female,Dortmund,Germany,Influencer,2025-02-16
CUST0471,45,Female,Rotterdam,Netherlands,Facebook,2025-09-25
CUST0472,32,Female,Cologne,Germany,Email,2025-07-21
CUST0473,33,Male,Ghent,Belgium,Organic Search,2025-01-21
CUST0474,21,Female,Berlin,Germany,Google Ads,2024-07-13
CUST0475,26,Female,Innsbruck,Austria,Organic Search,2024-10-21
CUST0476,44,Female,Dortmund,Germany,Facebook,2025-09-14
CUST0477,24,Female,Munich,Germany,Paid Search,2023-03-14
CUST0478,45,Female,Bruges,Belgium,Paid Search,2024-01-05
CUST0479,50,Male,Haarlem,Netherlands,Facebook,2025-05-18
CUST0480,47,Female,Stuttgart,Germany,Instagram,2023-05-20
CUST0481,37,Female,Cologne,Germany,Direct,2023-12-08
CUST0482,39,Other / Prefer not to say,Leipzig,Germany,Referral,2024-09-29
CUST0483,34,Male,Haarlem,Netherlands,Email,2024-08-09
CUST0484,58,Female,Cologne,Germany,Google Ads,2023-06-06
CUST0485,33,Female,Cologne,Germany,Facebook,2023-07-17
CUST0486,25,Female,Hamburg,Germany,Organic Search,2023-05-11
CUST0487,36,Male,Bremen,Germany,Paid Search,2023-07-15
CUST0488,52,Female,Munich,Germany,Paid Search,2024-09-15
CUST0489,36,Female,Berlin,Germany,Facebook,2024-11-23
CUST0490,53,Male,Cologne,Germany,Referral,2024-04-27
CUST0491,28,Other / Prefer not to say,Hannover,Germany,Instagram,2025-09-28
CUST0492,27,Female,Ghent,Belgium,Direct,2025-12-01
CUST0493,26,Male,Innsbruck,Austria,Instagram,2024-07-11
CUST0494,35,Female,Nuremberg,Germany,Paid Search,2023-12-22
CUST0495,36,Female,Rotterdam,Netherlands,Referral,2024-03-09
CUST0496,47,Male,Frankfurt,Germany,Organic Search,2024-11-07
CUST0497,31,Female,Leipzig,Germany,Instagram,2025-06-16
CUST0498,30,Male,Nuremberg,Germany,Paid Search,2024-04-19
CUST0499,39,Female,Leuven,Belgium,Organic Search,2024-12-01
CUST0500,48,Female,Rotterdam,Netherlands,Email,2023-11-27
CUST0501,34,Male,Hannover,Germany,Google Ads,2024-03-13
CUST0502,56,Female,Haarlem,Netherlands,Organic Search,2025-04-11
CUST0503,42,Female,Tilburg,Netherlands,Organic Search,2023-09-27
CUST0504,32,Female,Düsseldorf,Germany,Facebook,2025-02-12
CUST0505,43,Male,Hannover,Germany,Instagram,2025-06-21
CUST0506,45,Female,Leuven,Belgium,Referral,2023-07-27
CUST0507,40,Male,Munich,Germany,Instagram,2025-08-19
CUST0508,48,Female,Innsbruck,Austria,Google Ads,2023-09-12
CUST0509,18,Other / Prefer not to say,Munich,Germany,Referral,2025-12-05
CUST0510,36,Female,Amsterdam,Netherlands,Influencer,2023-12-02
CUST0511,20,Male,Eindhoven,Netherlands,Paid Search,2023-07-28
CUST0512,27,Male,Berlin,Germany,Instagram,2025-05-29
CUST0513,38,Female,Haarlem,Netherlands,Paid Search,2024-07-09
CUST0514,43,Female,Dortmund,Germany,Instagram,2024-08-22
CUST0515,33,Female,Leipzig,Germany,Google Ads,2023-07-13
CUST0516,19,Male,Amsterdam,Netherlands,Organic Search,2023-07-06
CUST0517,41,Female,Rotterdam,Netherlands,Organic Search,2024-01-11
CUST0518,27,Female,Utrecht,Netherlands,Instagram,2023-03-14
CUST0519,30,Female,Linz,Austria,Organic Search,2024-05-12
CUST0520,28,Female,Klagenfurt,Austria,Paid Search,2024-12-15
CUST0521,19,Male,Amsterdam,Netherlands,Google Ads,2023-07-15
CUST0522,26,Female,Leuven,Belgium,Instagram,2024-07-17
CUST0523,35,Male,Leuven,Belgium,Paid Search,2023-03-03
CUST0524,52,Male,Bremen,Germany,Referral,2025-07-01
CUST0525,46,Female,Stuttgart,Germany,Referral,2025-12-08
CUST0526,34,Female,Hamburg,Germany,Organic Search,2025-11-05
CUST0527,46,Female,Berlin,Germany,Referral,2025-08-30
CUST0528,19,Female,Nuremberg,Germany,Influencer,2025-01-11
CUST0529,28,Female,Hamburg,Germany,Instagram,2025-06-25
CUST0530,18,Female,Eindhoven,Netherlands,Email,2025-10-25
CUST0531,25,Female,Bremen,Germany,Email,2023-01-02
CUST0532,33,Female,Hannover,Germany,Influencer,2024-04-23
CUST0533,39,Male,Antwerp,Belgium,Google Ads,2023-12-31
CUST0534,26,Male,Hannover,Germany,Google Ads,2024-08-09
CUST0535,43,Female,Tilburg,Netherlands,Paid Search,2024-12-08
CUST0536,48,Male,Amsterdam,Netherlands,Email,2024-02-28
CUST0537,45,Female,Stuttgart,Germany,Organic Search,2024-08-26
CUST0538,58,Female,Liège,Belgium,Google Ads,2024-03-28
CUST0539,45,Female,Frankfurt,Germany,Organic Search,2024-10-15
CUST0540,33,Male,Leuven,Belgium,Direct,2023-07-25
CUST0541,19,Female,Bremen,Germany,Referral,2023-07-01
CUST0542,62,Female,Bruges,Belgium,Google Ads,2024-09-28
CUST0543,29,Male,Nuremberg,Germany,Organic Search,2023-01-22
CUST0544,33,Female,Cologne,Germany,Facebook,2023-12-01
CUST0545,46,Female,The Hague,Netherlands,Instagram,2024-04-30
CUST0546,23,Male,Tilburg,Netherlands,Email,2025-12-16
CUST0547,48,Female,Vienna,Austria,Organic Search,2023-03-08
CUST0548,34,Other / Prefer not to say,Stuttgart,Germany,Google Ads,2025-02-06
CUST0549,43,Female,Hamburg,Germany,Direct,2023-03-27
CUST0550,54,Male,Linz,Austria,Facebook,2023-08-10
CUST0551,23,Male,Düsseldorf,Germany,Influencer,2023-06-20
CUST0552,20,Female,Leipzig,Germany,Instagram,2024-01-16
CUST0553,38,Male,Brussels,Belgium,Instagram,2023-12-14
CUST0554,53,Female,Ghent,Belgium,Referral,2023-01-07
CUST0555,40,Female,Cologne,Germany,Google Ads,2023-11-28
CUST0556,30,Female,Haarlem,Netherlands,Paid Search,2024-02-20
CUST0557,23,Female,Haarlem,Netherlands,Instagram,2025-09-28
CUST0558,54,Male,Utrecht,Netherlands,Instagram,2023-01-22
CUST0559,19,Female,Leuven,Belgium,Facebook,2025-05-31
CUST0560,41,Female,Berlin,Germany,Paid Search,2023-01-05
CUST0561,27,Female,Stuttgart,Germany,Instagram,2024-01-02
CUST0562,61,Female,Hamburg,Germany,Google Ads,2023-01-04
CUST0563,44,Female,Amsterdam,Netherlands,Instagram,2023-12-15
CUST0564,40,Other / Prefer not to say,Frankfurt,Germany,Instagram,2024-12-05
CUST0565,39,Male,Klagenfurt,Austria,Google Ads,2024-03-23
CUST0566,29,Male,Leuven,Belgium,Google Ads,2025-06-21
CUST0567,21,Male,Düsseldorf,Germany,Organic Search,2024-06-29
CUST0568,44,Male,Liège,Belgium,Instagram,2024-05-11
CUST0569,24,Male,Tilburg,Netherlands,Organic Search,2025-12-15
CUST0570,31,Other / Prefer not to say,Nuremberg,Germany,Organic Search,2025-03-05
CUST0571,29,Female,Hamburg,Germany,Influencer,2024-12-09
CUST0572,47,Male,Tilburg,Netherlands,Organic Search,2025-08-16
CUST0573,41,Female,Innsbruck,Austria,Organic Search,2025-05-10
CUST0574,29,Female,Haarlem,Netherlands,Referral,2024-03-24
CUST0575,34,Male,Salzburg,Austria,Paid Search,2024-11-01
CUST0576,35,Male,Bremen,Germany,Google Ads,2025-01-06
CUST0577,39,Female,Hamburg,Germany,Instagram,2025-04-18
CUST0578,28,Male,Berlin,Germany,Direct,2023-07-01
CUST0579,21,Male,Hamburg,Germany,Facebook,2024-08-09
CUST0580,22,Female,Hamburg,Germany,Organic Search,2025-01-20
CUST0581,20,Female,Leipzig,Germany,Organic Search,2023-11-04
CUST0582,24,Female,Vienna,Austria,Influencer,2024-12-18
CUST0583,26,Female,Hannover,Germany,Referral,2024-01-14
CUST0584,30,Female,Graz,Austria,Influencer,2025-03-21
CUST0585,21,Other / Prefer not to say,Groningen,Netherlands,Organic Search,2024-09-06
CUST0586,23,Male,Graz,Austria,Paid Search,2023-04-19
CUST0587,31,Female,Munich,Germany,Influencer,2024-03-30
CUST0588,34,Male,Berlin,Germany,Referral,2025-03-16
CUST0589,20,Male,Berlin,Germany,Facebook,2024-12-07
CUST0590,41,Female,Bruges,Belgium,Organic Search,2023-08-16
CUST0591,21,Female,Rotterdam,Netherlands,Instagram,2024-06-25
CUST0592,27,Female,Tilburg,Netherlands,Email,2025-12-16
CUST0593,39,Male,Hannover,Germany,Organic Search,2023-12-19
CUST0594,45,Female,Bremen,Germany,Organic Search,2024-05-26
CUST0595,38,Female,Salzburg,Austria,Google Ads,2024-07-15
CUST0596,32,Female,Vienna,Austria,Paid Search,2024-03-12
CUST0597,24,Female,Stuttgart,Germany,Instagram,2023-02-21
CUST0598,46,Female,Bremen,Germany,Instagram,2025-12-09
CUST0599,26,Male,Linz,Austria,Facebook,2024-11-08
CUST0600,21,Female,Vienna,Austria,Facebook,2025-08-04
CUST0601,51,Female,Stuttgart,Germany,Direct,2024-10-28
CUST0602,26,Male,Liège,Belgium,Influencer,2024-12-28
CUST0603,36,Female,Frankfurt,Germany,Organic Search,2025-08-17
CUST0604,25,Female,Groningen,Netherlands,Referral,2024-09-06
CUST0605,33,Male,Haarlem,Netherlands,Organic Search,2024-07-04
CUST0606,43,Female,Düsseldorf,Germany,Paid Search,2023-04-09
CUST0607,30,Male,Nuremberg,Germany,Direct,2025-10-31
CUST0608,50,Male,Rotterdam,Netherlands,Facebook,2025-06-30
CUST0609,34,Male,Frankfurt,Germany,Google Ads,2023-08-11
CUST0610,35,Male,Brussels,Belgium,Paid Search,2023-07-22
CUST0611,35,Male,Stuttgart,Germany,Referral,2025-12-07
CUST0612,42,Other / Prefer not to say,Frankfurt,Germany,Influencer,2025-12-16
CUST0613,31,Female,Düsseldorf,Germany,Referral,2024-04-20
CUST0614,58,Male,Nuremberg,Germany,Facebook,2024-09-16
CUST0615,34,Female,Hamburg,Germany,Referral,2025-11-10
CUST0616,27,Male,Utrecht,Netherlands,Referral,2023-11-22
CUST0617,26,Female,Leipzig,Germany,Email,2025-12-13
CUST0618,47,Male,Stuttgart,Germany,Google Ads,2023-05-18
CUST0619,32,Other / Prefer not to say,Bremen,Germany,Referral,2025-02-10
CUST0620,41,Female,Munich,Germany,Organic Search,2024-12-22
CUST0621,32,Male,Munich,Germany,Paid Search,2024-11-19
CUST0622,31,Female,Nuremberg,Germany,Paid Search,2023-01-17
CUST0623,42,Female,Hamburg,Germany,Email,2023-04-23
CUST0624,34,Male,Salzburg,Austria,Paid Search,2023-02-13
CUST0625,45,Male,Düsseldorf,Germany,Paid Search,2025-05-06
CUST0626,26,Male,Berlin,Germany,Instagram,2023-05-13
CUST0627,37,Female,Innsbruck,Austria,Email,2024-11-27
CUST0628,29,Female,Stuttgart,Germany,Facebook,2025-05-09
CUST0629,65,Male,Nuremberg,Germany,Direct,2024-10-01
CUST0630,28,Male,Leuven,Belgium,Instagram,2024-08-19
CUST0631,31,Male,Groningen,Netherlands,Google Ads,2023-12-09
CUST0632,47,Female,Berlin,Germany,Organic Search,2024-08-31
CUST0633,27,Male,Cologne,Germany,Email,2023-08-06
CUST0634,28,Female,Hannover,Germany,Direct,2025-06-27
CUST0635,30,Male,Groningen,Netherlands,Referral,2023-11-19
CUST0636,27,Female,Groningen,Netherlands,Influencer,2025-10-13
CUST0637,32,Female,Bremen,Germany,Instagram,2023-09-22
CUST0638,40,Female,Utrecht,Netherlands,Facebook,2025-02-24
CUST0639,25,Male,Hannover,Germany,Google Ads,2025-07-07
CUST0640,23,Male,Vienna,Austria,Referral,2023-01-12
CUST0641,45,Male,Stuttgart,Germany,Google Ads,2025-01-22
CUST0642,28,Male,Leipzig,Germany,Influencer,2024-04-24
CUST0643,32,Female,Linz,Austria,Instagram,2023-06-25
CUST0644,49,Female,Düsseldorf,Germany,Organic Search,2024-12-15
CUST0645,42,Male,Stuttgart,Germany,Google Ads,2023-08-21
CUST0646,47,Female,The Hague,Netherlands,Referral,2025-07-28
CUST0647,33,Male,Rotterdam,Netherlands,Direct,2024-12-11
CUST0648,33,Female,Berlin,Germany,Google Ads,2024-07-21
CUST0649,39,Female,Amsterdam,Netherlands,Organic Search,2023-05-28
CUST0650,19,Female,Bremen,Germany,Instagram,2023-03-05
CUST0651,19,Female,Dortmund,Germany,Organic Search,2023-07-09
CUST0652,56,Female,Leuven,Belgium,Google Ads,2023-02-19
CUST0653,42,Female,The Hague,Netherlands,Organic Search,2023-12-02
CUST0654,34,Male,Hannover,Germany,Google Ads,2024-10-14
CUST0655,42,Male,Cologne,Germany,Referral,2024-09-04
CUST0656,23,Male,Cologne,Germany,Direct,2025-06-19
CUST0657,38,Male,Brussels,Belgium,Direct,2025-01-17
CUST0658,25,Male,Bremen,Germany,Google Ads,2025-07-18
CUST0659,27,Female,Klagenfurt,Austria,Paid Search,2025-05-26
CUST0660,29,Male,The Hague,Netherlands,Google Ads,2023-11-18
CUST0661,39,Male,Ghent,Belgium,Instagram,2024-07-25
CUST0662,27,Male,Leuven,Belgium,Referral,2024-09-26
CUST0663,56,Male,Munich,Germany,Organic Search,2025-08-11
CUST0664,22,Male,Berlin,Germany,Organic Search,2024-04-07
CUST0665,46,Male,Antwerp,Belgium,Instagram,2024-10-27
CUST0666,45,Female,Brussels,Belgium,Referral,2025-01-17
CUST0667,36,Female,Munich,Germany,Direct,2024-11-14
CUST0668,28,Male,Nuremberg,Germany,Google Ads,2025-10-16
CUST0669,34,Female,Munich,Germany,Organic Search,2025-07-06
CUST0670,31,Male,Brussels,Belgium,Google Ads,2023-04-01
CUST0671,22,Female,Linz,Austria,Influencer,2025-03-27
CUST0672,29,Female,Cologne,Germany,Paid Search,2023-05-29
CUST0673,50,Female,Groningen,Netherlands,Google Ads,2023-07-12
CUST0674,25,Female,Munich,Germany,Facebook,2023-01-11
CUST0675,58,Male,Munich,Germany,Organic Search,2023-06-05
CUST0676,46,Female,Tilburg,Netherlands,Google Ads,2023-03-04
CUST0677,47,Female,Tilburg,Netherlands,Paid Search,2024-04-14
CUST0678,29,Female,Düsseldorf,Germany,Paid Search,2025-12-04
CUST0679,34,Female,Stuttgart,Germany,Organic Search,2023-12-17
CUST0680,34,Male,Groningen,Netherlands,Organic Search,2023-03-07
CUST0681,32,Male,Antwerp,Belgium,Instagram,2024-05-15
CUST0682,39,Female,Graz,Austria,Organic Search,2025-01-23
CUST0683,31,Male,Antwerp,Belgium,Google Ads,2024-12-28
CUST0684,45,Female,Bremen,Germany,Referral,2025-09-23
CUST0685,50,Male,Leipzig,Germany,Google Ads,2025-04-22
CUST0686,24,Female,Linz,Austria,Influencer,2023-06-25
CUST0687,23,Male,Salzburg,Austria,Instagram,2025-02-23
CUST0688,33,Male,Frankfurt,Germany,Instagram,2023-07-14
CUST0689,34,Other / Prefer not to say,Rotterdam,Netherlands,Email,2023-07-06
CUST0690,36,Female,Bremen,Germany,Direct,2024-12-28
CUST0691,25,Male,Hamburg,Germany,Organic Search,2024-04-25
CUST0692,48,Male,Haarlem,Netherlands,Referral,2024-11-24
CUST0693,31,Female,Graz,Austria,Paid Search,2025-05-11
CUST0694,21,Male,Tilburg,Netherlands,Email,2025-04-20
CUST0695,41,Male,Vienna,Austria,Influencer,2024-01-27
CUST0696,33,Female,Bremen,Germany,Paid Search,2023-02-28
CUST0697,47,Male,Linz,Austria,Direct,2024-11-30
CUST0698,32,Other / Prefer not to say,Hamburg,Germany,Google Ads,2024-09-19
CUST0699,35,Female,Haarlem,Netherlands,Google Ads,2025-11-13
CUST0700,45,Female,Berlin,Germany,Email,2025-03-02
CUST0701,33,Male,Amsterdam,Netherlands,Facebook,2025-03-18
CUST0702,48,Female,Munich,Germany,Direct,2024-07-27
CUST0703,39,Female,Düsseldorf,Germany,Organic Search,2023-08-22
CUST0704,39,Female,Berlin,Germany,Direct,2024-09-25
CUST0705,29,Female,Hamburg,Germany,Facebook,2025-10-09
CUST0706,42,Male,Innsbruck,Austria,Organic Search,2023-07-19
CUST0707,23,Male,Utrecht,Netherlands,Influencer,2025-03-07
CUST0708,32,Female,Innsbruck,Austria,Email,2024-09-18
CUST0709,46,Female,Amsterdam,Netherlands,Instagram,2025-11-27
CUST0710,26,Male,Ghent,Belgium,Direct,2023-08-01
CUST0711,39,Male,Utrecht,Netherlands,Google Ads,2024-01-18
CUST0712,32,Female,The Hague,Netherlands,Direct,2023-11-06
CUST0713,44,Female,Cologne,Germany,Instagram,2025-04-10
CUST0714,19,Female,Leuven,Belgium,Google Ads,2024-12-02
CUST0715,34,Male,Groningen,Netherlands,Direct,2024-05-02
CUST0716,20,Female,Munich,Germany,Referral,2025-06-30
CUST0717,44,Male,Liège,Belgium,Organic Search,2025-09-29
CUST0718,28,Male,Vienna,Austria,Organic Search,2024-02-27
CUST0719,19,Male,Linz,Austria,Facebook,2023-11-27
CUST0720,57,Female,Düsseldorf,Germany,Referral,2024-09-04
CUST0721,41,Male,Leuven,Belgium,Organic Search,2024-03-18
CUST0722,48,Male,Cologne,Germany,Facebook,2023-04-06
CUST0723,27,Female,Haarlem,Netherlands,Facebook,2025-02-21
CUST0724,46,Male,Rotterdam,Netherlands,Direct,2025-03-31
CUST0725,33,Female,Hannover,Germany,Instagram,2023-07-25
CUST0726,31,Female,Bremen,Germany,Organic Search,2023-11-17
CUST0727,31,Male,Hannover,Germany,Email,2023-12-12
CUST0728,42,Male,Dortmund,Germany,Google Ads,2025-03-22
CUST0729,24,Female,Munich,Germany,Instagram,2023-08-08
CUST0730,19,Female,Bremen,Germany,Paid Search,2024-06-29
CUST0731,31,Female,Vienna,Austria,Facebook,2023-08-30
CUST0732,41,Female,Cologne,Germany,Paid Search,2023-03-07
CUST0733,55,Male,Rotterdam,Netherlands,Instagram,2024-10-12
CUST0734,33,Male,Haarlem,Netherlands,Direct,2025-11-07
CUST0735,29,Male,Ghent,Belgium,Email,2023-06-17
CUST0736,39,Male,Vienna,Austria,Paid Search,2023-05-26
CUST0737,27,Female,The Hague,Netherlands,Direct,2025-01-03
CUST0738,35,Female,Nuremberg,Germany,Organic Search,2024-11-22
CUST0739,22,Female,Vienna,Austria,Google Ads,2025-10-19
CUST0740,47,Female,Klagenfurt,Austria,Facebook,2025-11-25
CUST0741,23,Female,Hamburg,Germany,Organic Search,2024-02-05
CUST0742,54,Female,Cologne,Germany,Referral,2024-10-26
CUST0743,34,Female,Hannover,Germany,Organic Search,2024-09-12
CUST0744,32,Male,Leuven,Belgium,Referral,2025-02-27
CUST0745,22,Male,Dortmund,Germany,Google Ads,2023-11-06
CUST0746,31,Female,Vienna,Austria,Organic Search,2025-03-07
CUST0747,24,Female,Düsseldorf,Germany,Paid Search,2024-01-24
CUST0748,34,Other / Prefer not to say,Frankfurt,Germany,Referral,2024-11-30
CUST0749,35,Female,Munich,Germany,Paid Search,2024-01-02
CUST0750,43,Other / Prefer not to say,Dortmund,Germany,Direct,2023-11-13
CUST0751,28,Male,Hamburg,Germany,Paid Search,2023-11-19
CUST0752,26,Female,Graz,Austria,Influencer,2023-05-16
CUST0753,31,Female,Bruges,Belgium,Direct,2025-04-17
CUST0754,34,Female,Utrecht,Netherlands,Organic Search,2024-10-16
CUST0755,22,Female,Hannover,Germany,Google Ads,2023-07-30
CUST0756,39,Other / Prefer not to say,Dortmund,Germany,Referral,2024-09-14
CUST0757,52,Other / Prefer not to say,Frankfurt,Germany,Organic Search,2023-03-03
CUST0758,52,Female,Salzburg,Austria,Email,2025-09-12
CUST0759,23,Female,Salzburg,Austria,Paid Search,2024-04-17
CUST0760,37,Female,Nuremberg,Germany,Organic Search,2025-01-23
CUST0761,33,Female,Bruges,Belgium,Organic Search,2024-07-28
CUST0762,25,Male,Hannover,Germany,Paid Search,2023-01-16
CUST0763,25,Female,Hamburg,Germany,Paid Search,2023-06-04
CUST0764,55,Other / Prefer not to say,Leuven,Belgium,Organic Search,2024-02-12
CUST0765,23,Female,Tilburg,Netherlands,Google Ads,2025-11-28
CUST0766,53,Female,The Hague,Netherlands,Influencer,2025-02-25
CUST0767,31,Female,Ghent,Belgium,Organic Search,2025-11-26
CUST0768,29,Female,The Hague,Netherlands,Organic Search,2023-08-10
CUST0769,58,Female,Berlin,Germany,Facebook,2023-06-13
CUST0770,46,Female,Hamburg,Germany,Instagram,2025-05-27
CUST0771,45,Female,Hannover,Germany,Paid Search,2025-11-27
CUST0772,23,Female,Tilburg,Netherlands,Facebook,2024-12-08
CUST0773,20,Female,The Hague,Netherlands,Email,2023-03-07
CUST0774,29,Female,Stuttgart,Germany,Email,2024-06-12
CUST0775,51,Male,Leipzig,Germany,Google Ads,2025-09-27
CUST0776,30,Female,Eindhoven,Netherlands,Influencer,2024-12-31
CUST0777,20,Female,Haarlem,Netherlands,Facebook,2025-02-25
CUST0778,30,Male,Hamburg,Germany,Google Ads,2024-11-25
CUST0779,29,Female,Haarlem,Netherlands,Facebook,2025-07-18
CUST0780,48,Male,Berlin,Germany,Google Ads,2025-11-29
CUST0781,31,Male,Cologne,Germany,Google Ads,2025-11-28
CUST0782,46,Male,Frankfurt,Germany,Facebook,2023-07-03
CUST0783,39,Male,Hannover,Germany,Google Ads,2024-09-28
CUST0784,39,Male,Antwerp,Belgium,Organic Search,2025-11-07
CUST0785,19,Female,Eindhoven,Netherlands,Influencer,2025-05-20
CUST0786,38,Female,Dortmund,Germany,Instagram,2025-05-10
CUST0787,37,Female,Stuttgart,Germany,Facebook,2024-12-07
CUST0788,21,Female,Hamburg,Germany,Influencer,2025-09-07
CUST0789,45,Male,Berlin,Germany,Influencer,2023-11-19
CUST0790,29,Female,Hamburg,Germany,Facebook,2025-07-30
CUST0791,29,Female,Eindhoven,Netherlands,Referral,2024-11-06
CUST0792,31,Male,Munich,Germany,Organic Search,2025-09-20
CUST0793,23,Female,Brussels,Belgium,Influencer,2024-08-24
CUST0794,32,Male,Groningen,Netherlands,Direct,2025-11-12
CUST0795,24,Female,Nuremberg,Germany,Referral,2023-10-28
CUST0796,22,Female,Cologne,Germany,Google Ads,2025-07-22
CUST0797,44,Female,Munich,Germany,Organic Search,2025-05-01
CUST0798,25,Female,Salzburg,Austria,Instagram,2023-01-11
CUST0799,31,Male,Bremen,Germany,Influencer,2023-06-16
CUST0800,33,Male,Vienna,Austria,Paid Search,2024-11-16
CUST0801,39,Other / Prefer not to say,Frankfurt,Germany,Influencer,2025-03-16
CUST0802,47,Female,Stuttgart,Germany,Organic Search,2023-12-14
CUST0803,23,Male,Cologne,Germany,Email,2023-07-02
CUST0804,28,Female,Haarlem,Netherlands,Google Ads,2024-11-17
CUST0805,47,Male,Nuremberg,Germany,Facebook,2024-12-11
CUST0806,24,Male,Nuremberg,Germany,Google Ads,2025-11-25
CUST0807,32,Male,The Hague,Netherlands,Email,2023-12-11
CUST0808,24,Female,Munich,Germany,Organic Search,2024-12-21
CUST0809,32,Female,Hannover,Germany,Referral,2024-07-24
CUST0810,29,Female,Ghent,Belgium,Paid Search,2024-11-24
CUST0811,39,Male,Leipzig,Germany,Paid Search,2023-01-12
CUST0812,35,Female,Frankfurt,Germany,Facebook,2025-01-02
CUST0813,41,Female,Salzburg,Austria,Organic Search,2024-10-10
CUST0814,25,Female,Dortmund,Germany,Paid Search,2025-07-26
CUST0815,26,Other / Prefer not to say,Bremen,Germany,Google Ads,2023-12-04
CUST0816,18,Female,Rotterdam,Netherlands,Google Ads,2024-11-07
CUST0817,36,Female,Berlin,Germany,Email,2025-01-01
CUST0818,35,Male,Bruges,Belgium,Referral,2025-02-27
CUST0819,28,Male,Graz,Austria,Organic Search,2025-02-09
CUST0820,25,Female,Antwerp,Belgium,Organic Search,2025-07-12
CUST0821,52,Female,Nuremberg,Germany,Influencer,2023-06-07
CUST0822,46,Female,Hannover,Germany,Paid Search,2024-07-26
CUST0823,37,Other / Prefer not to say,Dortmund,Germany,Organic Search,2023-10-30
CUST0824,39,Female,Munich,Germany,Instagram,2024-04-18
CUST0825,40,Male,Utrecht,Netherlands,Instagram,2024-02-05
